,0
6340,steel
6341,structure
6342,welded
6343,chute
6344,wall
6345,resulting
6346,laceration
6347,taken
6348,Medical
6349,Centre
6350,immediately
6351,further
6352,treatment
6353,Re
6354,enactment
6355,photo
6356,incident
6357,scene
6358,Hydraulic
6359,cylinder
6360,pinch
6361,point
6362,Learning
6363,incidents
6364,Incident
6365,Right
6366,hand
6367,middle
6368,finger
6369,tip
6370,injured
6371,Incident
6372,Lost
6373,injury
6374,Red
6375,learning
6376,incident
6377,April
6378,Critical
6379,21:45
6380,Critical
6381,control
6382,absent/failed
6383,Other
6384,Product
6385,Copper
6386,diamonds
6387,Relevant
6388,standard:
6389,H03.
6390,Manual
6391,tasks
6392,workplace
6393,ergonomics
6394,management
6395,Operation/site:
6396,Incident
6397,Number:
6398,1000547822
6399,Ankhbayar
6400,Enkhsaikhan
6401,99092837
6402,April
6403,contractor
6404,maintainer
6405,position
6406,ing
6407,hydraulic
6408,cylinders
6409,(18.5kg)
6410,under
6411,steel
6412,support
6413,structure
6414,which
6415,welded
6416,lower
6417,section
6418,SAG
6419,Mill
6420,discharge
6421,chute
6422,This
6423,done
6424,manner
6425,free
6426,discharge
6427,chute
6428,fore
6429,lifting
6430,overhead
6431,crane
6432,OH
6433,crane
6434,load
6435,cell
6436,working
6437,properly
6438,hazard
6439,overloading
6440,OH
6441,crane
6442,identified
6443,prior
6444,task
6445,commencement.
6446,After
6447,successfully
6448,positioning
6449,first
6450,hydraulic
6451,cylinder
6452,front
6453,side
6454,"chute,"
6455,maintainer
6456,start
6457,ed
6458,positioning
6459,second
6460,cylinder
6461,narrow
6462,area
6463,behind
6464,chute.
6465,During
6466,process
6467,having
6468,difficulties
6469,due
6470,friction
6471,hydraulic
6472,cylinder
6473,rough
6474,floor
6475,surface
6476,maintainer
6477,attempted
6478,push
6479,jack
6480,again
6481,applying
6482,some
6483,wiggling
6484,movement
6485,right
6486,hand
6487,middle
6488,finger
6489,pinched
6490,top
6491,jack
6492,steel
6493,structure
6494,This
6495,resulted
6496,fractured
6497,middle
6498,finger
6499,tip
6500,taken
6501,site
6502,Medical
6503,Centre
6504,eventually
6505,rd
6506,party
6507,hospital
6508,Ulaanbaatar
6509,treatment.
6510,Position
6511,hydraulic
6512,jack
6513,under
6514,steel
6515,support
6516,structure
6517,Body
6518,positioning
6519,during
6520,incident
6521,Incident
6522,Incident
6523,laceration
6524,employee
6525,while
6526,using
6527,100
6528,ton
6529,ne
6530,press
6531,Incident
6532,Medical
6533,treatment
6534,case
6535,injury
6536,Additional
6537,provided
6538,once
6539,available
6540,incident
6541,10:35
6542,hrs
6543,Critical
6544,Product
6545,Growth
6546,I
6547,nnovation
6548,Matthew
6549,Breen
6550,Operation/site:
6551,10.35
6552,am
6553,2nd
6554,"2020,"
6555,C2S
6556,"project,"
6557,boilermaker
6558,(IP
6559,tasked
6560,straighten
6561,travelling
6562,centraliser
6563,twin
6564,boom
6565,jumbo
6566,preventative
6567,maintenance
6568,service
6569,task
6570,straightening
6571,centraliser
6572,conducted
6573,workshop
6574,hydraulic
6575,press.
6576,boilermaker
6577,applying
6578,clamping
6579,pressure
6580,centraliser
6581,hold
6582,position
6583,T
6584,he
6585,pressing
6586,spacer
6587,plate
6588,t
6589,hat
6590,straighten
6591,centraliser
6592,positioned
6593,welded
6594,bead
6595,joining
6596,centraliser
6597,base
6598,plate.
6599,T
6600,he
6601,uneven
6602,surface
6603,caused
6604,spacer
6605,slip
6606,its
6607,hold
6608,position
6609,resulting
6610,centraliser
6611,ejected
6612,press
6613,impacting
6614,b
6615,oilermaker
6616,cheek.
6617,b
6618,oilermaker
6619,wa
6620,ins
6621,ide
6622,press
6623,safety
6624,cage
6625,incident
6626,order
6627,position
6628,centraliser
6629,pressing
6630,spacer
6631,plate
6632,place
6633,clamping
6634,pressure
6635,onto
6636,centraliser.
6637,b
6638,oilermaker
6639,centraliser
6640,facing
6641,towards
6642,them
6643,self
6644,applying
6645,clamping
6646,pressure
6647,press.
6648,above
6649,picture
6650,shows
6651,direct
6652,line
6653,fine
6654,c
6655,entraliser
6656,he
6657,trying
6658,apply
6659,clamping
6660,pressure
6661,prior
6662,pressing
6663,operations
6664,commencing.
6665,second
6666,image
6667,demonstrates
6668,employees
6669,position
6670,relation
6671,press
6672,control
6673,lever.
6674,Learning
6675,incidents
6676,Incident
6677,L
6678,aceration
6679,employee
6680,while
6681,using
6682,100
6683,tonne
6684,press
6685,Incident
6686,Medical
6687,treatment
6688,case
6689,injury
6690,Red
6691,learning
6692,incident
6693,Critical
6694,Uncontrolled
6695,Release
6696,Energy
6697,10:35
6698,am
6699,Critical
6700,control
6701,absent/failed
6702,Critical
6703,control
6704,absent
6705,Product
6706,Growth
6707,innovation
6708,Relevant
6709,standard:
6710,SAFETY
6711,Operation/site:
6712,Toloi
6713,Incident
6714,Number:
6715,1000547931
6716,Matthew
6717,Breen
6718,10:35
6719,Workshop
6720,supervisor
6721,tasked
6722,welder
6723,straighten
6724,centralizer
6725,DD421
6726,drilling
6727,jumbo.
6728,front
6729,centralizer
6730,worn
6731,required
6732,large
6733,amount
6734,welding
6735,repair.
6736,welder
6737,signed
6738,weekly
6739,generic
6740,welding
6741,"JHA,"
6742,carried
6743,out
6744,e
6745,welding
6746,repairs
6747,"plant,"
6748,JHA
6749,cover
6750,use
6751,Hydraulic
6752,press.
6753,traveling
6754,centralizer
6755,removed
6756,workshop
6757,"mechanic,"
6758,which
6759,required
6760,straightened
6761,found
6762,bent
6763,during
6764,Service.
6765,weld
6766,er
6767,decision
6768,straighten
6769,deformed
6770,traveling
6771,centralizer
6772,100
6773,ton
6774,press
6775,machine
6776,decision
6777,without
6778,consulting
6779,their
6780,supervisor.
6781,task
6782,involved
6783,welder
6784,setting
6785,centralizer
6786,inside
6787,safety
6788,cage
6789,press
6790,align
6791,traveling
6792,centralizer
6793,hydraulic
6794,cylinder
6795,press
6796,point
6797,intent
6798,clamping
6799,unit
6800,secure
6801,prior
6802,pressing.
6803,Due
6804,od
6805,d
6806,shape
6807,spacer
6808,plate
6809,moved
6810,during
6811,clamping
6812,process
6813,required
6814,re
6815,aligned
6816,second
6817,time.
6818,During
6819,second
6820,clamping
6821,"attempt,"
6822,welder
6823,re
6824,positioned
6825,centralizer
6826,press
6827,without
6828,using
6829,jigs
6830,clamping
6831,aids
6832,W
6833,hile
6834,attempting
6835,clamp
6836,spacer
6837,plate
6838,press
6839,contact
6840,welded
6841,area
6842,centraliz
6843,er.
6844,centralizer
6845,base
6846,"plate,"
6847,which
6848,resulted
6849,ejecting
6850,press
6851,bed
6852,contacting
6853,cheek
6854,after
6855,rebounding
6856,top
6857,press
6858,resulting
6859,medical
6860,treatment
6861,incident.
6862,Enactment)
6863,welder
6864,direct
6865,line
6866,fir
6867,e
6868,centralizer
6869,w
6870,hile
6871,trying
6872,apply
6873,clamping
6874,pressure
6875,prior
6876,pressing
6877,operations
6878,commencing.
6879,Enactment)
6880,relation
6881,press
6882,control
6883,lever.
6884,Incident
6885,Incident
6886,Protruding
6887,Diamond
6888,Drill
6889,Rod
6890,Cut
6891,Without
6892,Effective
6893,Controls
6894,Incident
6895,Significant
6896,incident
6897,Additional
6898,provided
6899,once
6900,available
6901,incident
6902,"Monday,"
6903,Critical
6904,Uncontrolled
6905,Release
6906,Energy
6907,Product
6908,Growth
6909,I
6910,nnovation
6911,Operation/site:
6912,nightshift
6913,2nd
6914,first
6915,drag
6916,cut
6917,drilled
6918,fired
6919,Shaft
6920,Ramp
6921,01
6922,Stockpile
6923,01.
6924,dayshift
6925,rd
6926,loader
6927,operated
6928,identified
6929,diamond
6930,drill
6931,string
6932,first
6933,cut
6934,Stockpile
6935,01.
6936,loader
6937,operator
6938,reported
6939,mining
6940,"supervisor,"
6941,m
6942,ucking
6943,completed
6944,visible
6945,movement
6946,string
6947,evident.
6948,protruding
6949,diamond
6950,drill
6951,string
6952,1.5m
6953,long
6954,centreline
6955,face
6956,high.
6957,he
6958,ading
6959,then
6960,shotcreted
6961,including
6962,face
6963,diamond
6964,drill
6965,string
6966,protruded
6967,following
6968,nightshift
6969,full
6970,ground
6971,support
6972,installed
6973,heading.
6974,dayshift
6975,face
6976,drilled
6977,movement
6978,diamond
6979,drill
6980,string
6981,observed.
6982,Drill
6983,Blast
6984,observed
6985,diamond
6986,drill
6987,string
6988,pre-charge
6989,"inspection,"
6990,decision
6991,cut
6992,remove
6993,string
6994,charging
6995,"blasting,"
6996,protruding
6997,drill
6998,string
6999,deemed
7000,hazard
7001,charge
7002,crew.
7003,heading
7004,then
7005,charged
7006,blasted
7007,successfully
7008,end
7009,shift.
7010,loader
7011,operator
7012,who
7013,assigned
7014,muck
7015,out
7016,heading
7017,arrived
7018,area
7019,around
7020,23:20pm.
7021,After
7022,truckloads
7023,material
7024,removed
7025,loader
7026,(inclusive
7027,bund
7028,placed
7029,across
7030,drive
7031,contain
7032,"flyrock),"
7033,operator
7034,observed
7035,drill
7036,string
7037,protruding
7038,hole
7039,number
7040,broken
7041,drill
7042,rods
7043,observed
7044,muck
7045,pile.
7046,Loader
7047,operator
7048,stopped
7049,task
7050,escalated
7051,their
7052,supervisor.
7053,During
7054,course
7055,these
7056,activities
7057,several
7058,employees
7059,exposed
7060,unknown
7061,potential
7062,risk
7063,diamond
7064,drill
7065,string
7066,uncontrolled
7067,release
7068,energy.
7069,1.5m
7070,b
7071,arrel
7072,end
7073,drill
7074,string
7075,visible.
7076,Drill
7077,string
7078,after
7079,ground
7080,support
7081,cycle
7082,prior
7083,cutting
7084,Diamond
7085,d
7086,rill
7087,string
7088,after
7089,cutting
7090,Diamond
7091,d
7092,rill
7093,sting
7094,broken
7095,rods
7096,after
7097,blast
7098,muck
7099,pile.
7100,Learning
7101,incidents
7102,Incident
7103,Protruding
7104,Diamond
7105,Drill
7106,Rod
7107,Cut
7108,Without
7109,Effective
7110,Controls
7111,Prevent
7112,Release
7113,Of
7114,Rods
7115,From
7116,Hole
7117,Incident
7118,Significant
7119,incident
7120,Red
7121,learning
7122,incident
7123,"Monday,"
7124,Critical
7125,Uncontrolled
7126,Release
7127,Energy
7128,Critical
7129,control
7130,absent/failed
7131,Critical
7132,control
7133,absent
7134,Product
7135,Growth
7136,innovation
7137,Relevant
7138,standard:
7139,Underground
7140,Operation/site:
7141,Incident
7142,Number:
7143,1000548309
7144,2nd
7145,"2020,"
7146,first
7147,drag
7148,cut
7149,drilled
7150,fired
7151,end
7152,Shaft
7153,Ramp
7154,01
7155,Stockpile
7156,01.
7157,loader
7158,operator
7159,identi
7160,fied
7161,diamond
7162,drill
7163,string
7164,face
7165,dayshift
7166,3rd
7167,after
7168,first
7169,cut
7170,taken
7171,SP01
7172,T
7173,he
7174,loader
7175,operator
7176,reported
7177,drill
7178,string
7179,t
7180,he
7181,face
7182,mining
7183,"supervisor,"
7184,mucking
7185,con
7186,tinued
7187,completion
7188,n
7189,o
7190,visible
7191,movement
7192,drill
7193,string
7194,evident.
7195,protruding
7196,diamond
7197,drill
7198,string
7199,1.5m
7200,long
7201,centreline
7202,face
7203,height.
7204,heading
7205,then
7206,shotcreted
7207,including
7208,face
7209,wher
7210,e
7211,string
7212,protruded.
7213,heading
7214,then
7215,bolted.
7216,Th
7217,e
7218,fol
7219,lowing
7220,face
7221,drilled
7222,movement
7223,diamond
7224,drill
7225,string
7226,observed.
7227,Drill
7228,Blast
7229,observed
7230,diamond
7231,drill
7232,string
7233,pre
7234,charge
7235,"inspection,"
7236,decision
7237,cut
7238,remove
7239,string
7240,charging
7241,"blasting,"
7242,protruding
7243,drill
7244,string
7245,deemed
7246,hazard
7247,charge
7248,crew.
7249,heading
7250,then
7251,charged
7252,blasted
7253,successfully
7254,end
7255,shift.
7256,During
7257,course
7258,these
7259,activities
7260,several
7261,employees
7262,exposed
7263,unknown
7264,potential
7265,risk
7266,diamond
7267,drill
7268,string
7269,uncontrolled
7270,release
7271,energy.
7272,loader
7273,operator
7274,who
7275,assigned
7276,muck
7277,out
7278,heading
7279,arrived
7280,area
7281,around
7282,23:20pm.
7283,After
7284,truckloads
7285,material
7286,removed
7287,loader
7288,(i
7289,nclusive
7290,bund
7291,placed
7292,across
7293,drive
7294,contain
7295,"flyrock),"
7296,operator
7297,observed
7298,drill
7299,string
7300,protruding
7301,hole
7302,number
7303,broken
7304,drill
7305,rods
7306,observed
7307,muck
7308,pile.
7309,Loader
7310,operator
7311,stopped
7312,task
7313,escalated
7314,t
7315,o
7316,their
7317,supervisor
7318,1.5m
7319,barrel
7320,end
7321,drill
7322,string
7323,visible.
7324,Drill
7325,string
7326,after
7327,ground
7328,support
7329,cycle
7330,prior
7331,cutting
7332,Diamond
7333,drill
7334,sting
7335,broken
7336,rods
7337,after
7338,blast
7339,muck
7340,pile.
7341,Diamond
7342,drill
7343,string
7344,after
7345,cutting
7346,Incident
7347,Incident
7348,Laceration
7349,hand
7350,muffler
7351,baffle
7352,Incident
7353,Medical
7354,treatment
7355,case
7356,injury
7357,Additional
7358,provided
7359,once
7360,available
7361,incident
7362,"Thursday,"
7363,7
7364,Australia
7365,17:30
7366,(24hr
7367,format)
7368,Critical
7369,Product
7370,Growth
7371,innovation
7372,Michael
7373,Cousens
7374,Operation/site:
7375,WADCD
7376,During
7377,activity
7378,replacing
7379,muffler
7380,grader
7381,contractor
7382,mechanical
7383,fitter
7384,removed
7385,failed
7386,muffler
7387,baffle
7388,grader
7389,unit
7390,contractor
7391,workshop
7392,placed
7393,rear
7394,tyre
7395,talk
7396,another
7397,member
7398,workshop
7399,team.
7400,removed
7401,gloves
7402,during
7403,conversation
7404,both
7405,team
7406,members
7407,moving
7408,away
7409,work
7410,area
7411,take
7412,short
7413,break.
7414,team
7415,member
7416,noticed
7417,movement
7418,muffler
7419,baffle
7420,reflexively
7421,reached
7422,out
7423,catch
7424,falling
7425,tyre
7426,I
7427,n
7428,doing
7429,so
7430,IP™s
7431,un-gloved
7432,left
7433,hand
7434,lacerated
7435,sharp
7436,edge
7437,muffler
7438,baffle.
7439,wound
7440,reviewed
7441,medic
7442,det
7443,ermined
7444,four
7445,stitches
7446,required
7447,close
7448,40mm
7449,laceration
7450,Muffler
7451,baffle
7452,placement
7453,rear
7454,tyre
7455,Incident
7456,Incident
7457,title
7458,SAG
7459,Mill
7460,f
7461,iller
7462,ring
7463,dropped
7464,Incident
7465,type
7466,Significant
7467,Incident
7468,Additional
7469,provided
7470,once
7471,available
7472,incident
7473,21:03
7474,Critical
7475,Risk
7476,Falling
7477,Objects
7478,Product
7479,group
7480,Copper
7481,Diamond
7482,person
7483,Ankhbayar
7484,Enkhsaikhan
7485,+
7486,976
7487,99092837
7488,Operation/site
7489,Concentrator
7490,Maintenance
7491,-house
7492,reline
7493,team
7494,installing
7495,new
7496,liners
7497,SAG
7498,Mill
7499,#2.
7500,reline
7501,required
7502,removal
7503,grate
7504,liner.
7505,risk
7506,assessment
7507,identified
7508,filler
7509,ring
7510,(wedge)
7511,weighing
7512,~340
7513,kg
7514,could
7515,become
7516,loose
7517,so
7518,tethering
7519,system
7520,using
7521,lever
7522,hoist
7523,attached
7524,lifting
7525,lug
7526,shell
7527,liner
7528,installed
7529,safe
7530,working
7531,zone
7532,established.
7533,Shortly
7534,after
7535,removing
7536,grate
7537,liner
7538,filler
7539,ring
7540,dislodge
7541,swung
7542,towards
7543,employees
7544,standing
7545,~2.5
7546,meters
7547,away.
7548,contact
7549,injury
7550,sustained.
7551,job
7552,stopped
7553,immediately
7554,risks
7555,re
7556,-assessed
7557,any
7558,work
7559,resumed
7560,Drawing
7561,incident
7562,scene
7563,Position
7564,Position
7565,Position
7566,Learning
7567,incidents
7568,Incident
7569,cut
7570,220v
7571,live
7572,light
7573,circuit
7574,wire
7575,junction
7576,box
7577,Incident
7578,Significant
7579,incident
7580,Red
7581,learning
7582,incident
7583,16
7584,Critical
7585,Electricity
7586,09:15am
7587,Critical
7588,control
7589,absent/failed
7590,Critical
7591,control
7592,absent
7593,Product
7594,Growth
7595,innovation
7596,Relevant
7597,standard:
7598,C02.
7599,Electrical
7600,safety
7601,Operation/site:
7602,Underground
7603,Project
7604,Incident
7605,Number:
7606,1000548966
7607,Mark
7608,Sibly
7609,approx
7610,imately
7611,09:15am
7612,Saturday
7613,16th
7614,contractor
7615,team
7616,working
7617,under
7618,supervisor
7619,fixed
7620,plant
7621,maintenance
7622,team
7623,tasked
7624,remove
7625,roof
7626,beam
7627,install
7628,C
7629,beams
7630,along
7631,roof
7632,purling
7633,Shaft
7634,Production
7635,Hoist
7636,Room.
7637,contract
7638,team
7639,preparing
7640,remove
7641,beam
7642,crane
7643,rigging
7644,team
7645,they
7646,came
7647,across
7648,electrical
7649,cable
7650,running
7651,along
7652,building
7653,structure
7654,into
7655,junction
7656,box.
7657,This
7658,cable
7659,needed
7660,removed
7661,befor
7662,e
7663,roof
7664,beam
7665,could
7666,removed.
7667,Believing
7668,electrical
7669,cable
7670,ha
7671,d
7672,isolated
7673,"earlier,"
7674,n
7675,engineer
7676,removed
7677,faceplate
7678,junction
7679,box
7680,cut
7681,wires
7682,using
7683,"pliers,"
7684,resulted
7685,RCD
7686,protecting
7687,lighting
7688,circuit
7689,trip.
7690,Reenactment
7691,photo
7692,task
7693,Photo
7694,junction
7695,box
7696,Incident
7697,Incident
7698,cut
7699,220v
7700,live
7701,light
7702,circuit
7703,wire
7704,junction
7705,box
7706,Incident
7707,Significant
7708,incident
7709,Additional
7710,provided
7711,once
7712,available
7713,incident
7714,16
7715,09:15am
7716,Critical
7717,Electricity
7718,Product
7719,Growth
7720,innovation
7721,Isaacs
7722,Operation/site:
7723,Underground
7724,Project
7725,?:
7726,09:15am
7727,Saturday
7728,16th
7729,contractor
7730,team
7731,working
7732,under
7733,supervisor
7734,fixed
7735,plant
7736,maintenance
7737,team
7738,tasked
7739,remove
7740,Shaft
7741,Production
7742,Hoist
7743,Room
7744,contractor
7745,team
7746,preparing
7747,remove
7748,beam
7749,crane
7750,rigging
7751,team
7752,came
7753,across
7754,electrical
7755,cable
7756,running
7757,along
7758,building
7759,structure
7760,into
7761,junction
7762,box.
7763,This
7764,cable
7765,needed
7766,removed
7767,roof
7768,beam
7769,could
7770,removed.
7771,An
7772,engineer
7773,removed
7774,lid
7775,junction
7776,box
7777,cut
7778,wires
7779,using
7780,insulated
7781,"pliers,"
7782,resulted
7783,RCD
7784,protecting
7785,lighting
7786,circuit
7787,trip
7788,Reenactment
7789,photo
7790,task
7791,Photo
7792,junction
7793,box
7794,Incident
7795,Incident
7796,employee
7797,Sustained
7798,lacerations
7799,their
7800,hands
7801,due
7802,fall
7803,whilst
7804,hosing
7805,down
7806,muck
7807,pile
7808,Incident
7809,Medical
7810,treatment
7811,case
7812,injury
7813,Additional
7814,provided
7815,once
7816,available
7817,incident
7818,"Sunday,"
7819,17
7820,17:30
7821,(24hr
7822,format)
7823,Critical
7824,Product
7825,Growth
7826,innovation
7827,Operation/site:
7828,?:
7829,Sunday
7830,17th
7831,approximately
7832,"09:10am,"
7833,contractor
7834,employee
7835,watering
7836,down
7837,muck
7838,SH4
7839,VD01
7840,001W
7841,task
7842,part
7843,re
7844,entry
7845,process
7846,after
7847,blasting
7848,Whil
7849,st
7850,watering
7851,muck
7852,muck
7853,pile
7854,employee
7855,pulled
7856,water
7857,hose
7858,extend
7859,towards
7860,face
7861,turned
7862,their
7863,body
7864,back
7865,look
7866,"hose,"
7867,doing
7868,so
7869,employee
7870,lost
7871,their
7872,"balance,"
7873,tripped
7874,then
7875,fell
7876,onto
7877,sharp
7878,rocks.
7879,employee
7880,sustain
7881,ed
7882,lacerations
7883,their
7884,left
7885,"hand,"
7886,"wrist,"
7887,lower
7888,part
7889,little
7890,finger
7891,their
7892,right
7893,hand
7894,lower
7895,part
7896,thumb.
7897,confirmed
7898,employee
7899,wearing
7900,safety
7901,gloves
7902,incident
7903,event
7904,escalated
7905,supervisor
7906,who
7907,then
7908,took
7909,employee
7910,surface.
7911,Injured
7912,employee
7913,then
7914,escorted
7915,ISOS
7916,site
7917,clinic
7918,medical
7919,treatment
7920,their
7921,injuries
7922,Employee
7923,watering
7924,down
7925,muck
7926,then
7927,lost
7928,their
7929,"balance,"
7930,tripped
7931,then
7932,fell
7933,onto
7934,sharp
7935,rocks
7936,Location
7937,SH4
7938,VD01
7939,001W
7940,Incident
7941,Incident
7942,Finger
7943,Caught
7944,Between
7945,I
7946,Beam
7947,Flanges
7948,Incident
7949,Medical
7950,treatment
7951,case
7952,injury
7953,Additional
7954,provided
7955,once
7956,available
7957,incident
7958,"Sunday,"
7959,17
7960,17:30
7961,(24hr
7962,format)
7963,Critical
7964,Product
7965,Growth
7966,innovation
7967,Shane
7968,Casey
7969,Operation/site:
7970,?:
7971,rigger
7972,arrived
7973,underground
7974,work
7975,area
7976,perform
7977,housekeeping
7978,duties.
7979,Part
7980,housekeeping
7981,duties
7982,included
7983,correcting
7984,~6
7985,(#1
7986,&2)
7987,tipped
7988,over
7989,tandem.
7990,rigger
7991,approached
7992,beams
7993,"side,"
7994,bent
7995,"down,"
7996,jostled
7997,beams
7998,determine
7999,their
8000,stability.
8001,Unbeknownst
8002,"rigger,"
8003,bottom
8004,beam's
8005,web
8006,resting
8007,(teetering)
8008,"smaller,"
8009,concealed
8010,piece
8011,structural
8012,steel
8013,(#3)
8014,When
8015,rigger
8016,grabbed
8017,jostled
8018,beam
8019,"top,"
8020,(#1)
8021,enough
8022,t
8023,o
8024,cause
8025,bottom
8026,beam
8027,(#2)
8028,roll
8029,slowly
8030,forward
8031,top
8032,beam
8033,(#1)
8034,slide
8035,down.
8036,rigger's
8037,gloved
8038,finger
8039,subsequently
8040,pinched
8041,flanges
8042,opposing
8043,beams.
8044,Beam
8045,tipped
8046,"over,"
8047,resting
8048,another
8049,prior
8050,photo.
8051,Beam
8052,teetering
8053,beam
8054,3.
8055,Learning
8056,incidents
8057,Incident
8058,employee
8059,sustained
8060,lacerations
8061,their
8062,hands
8063,due
8064,fall
8065,whilst
8066,hosing
8067,down
8068,muck
8069,pile
8070,Incident
8071,Medical
8072,treatment
8073,case
8074,injury
8075,Red
8076,learning
8077,incident
8078,"Sunday,"
8079,17
8080,Critical
8081,09:10
8082,Critical
8083,control
8084,absent/failed
8085,Other
8086,Product
8087,Growth
8088,innovation
8089,Relevant
8090,standard:
8091,Other
8092,Operation/site:
8093,Incident
8094,Number:
8095,1000549080
8096,Sunday
8097,17th
8098,employee
8099,attended
8100,ir
8101,prestart
8102,meeting
8103,received
8104,instructions
8105,water
8106,muck
8107,pile
8108,SH4
8109,VD01
8110,001W.
8111,employee
8112,proceeded
8113,set
8114,task
8115,required
8116,extend
8117,water
8118,hose
8119,connecting
8120,hose
8121,heading
8122,water
8123,dropper
8124,turned
8125,water
8126,"on,"
8127,employee
8128,then
8129,dragged
8130,hose
8131,meters
8132,started
8133,walking
8134,muck
8135,pile
8136,w
8137,ater
8138,hose
8139,became
8140,obstructed
8141,caught
8142,rocks
8143,muck
8144,pile.
8145,Due
8146,hose
8147,caught
8148,employee
8149,force
8150,pull
8151,hose
8152,free
8153,protruding
8154,rocks
8155,muck
8156,"pile,"
8157,employee
8158,turned
8159,around
8160,look
8161,back
8162,"hose,"
8163,employee
8164,lost
8165,their
8166,"balance,"
8167,stumbled
8168,fell
8169,muck
8170,pile.
8171,limit
8172,force
8173,employee
8174,naturally
8175,reacted
8176,proceeded
8177,put
8178,their
8179,hands
8180,out
8181,brace
8182,fall.
8183,This
8184,resulted
8185,employee
8186,sustaining
8187,laceration
8188,injuries
8189,their
8190,left
8191,right
8192,hands
8193,due
8194,sharp
8195,abrasive
8196,blasted
8197,material.
8198,Employee
8199,watering
8200,down
8201,muck
8202,then
8203,lost
8204,their
8205,"balance,"
8206,tripped
8207,fell
8208,onto
8209,sharp
8210,abrasive
8211,blasted
8212,material.
8213,Location
8214,SH4
8215,VD01
8216,001W
8217,Incident
8218,Incident
8219,maintainer
8220,sustained
8221,laceration
8222,left
8223,cheek
8224,Incident
8225,Medical
8226,treatment
8227,case
8228,injury
8229,Additional
8230,provided
8231,once
8232,available
8233,incident
8234,6
8235,09:20
8236,Critical
8237,Product
8238,Copper
8239,diamonds
8240,Adrian
8241,Walford
8242,99904539
8243,Operation/site:
8244,HME
8245,Maintenance
8246,maintainer
8247,who
8248,attached
8249,open
8250,pit
8251,maintenance
8252,team
8253,w
8254,performing
8255,routine
8256,task
8257,which
8258,involved
8259,removal
8260,fractured
8261,spherical
8262,bearing
8263,haul
8264,truck
8265,suspension
8266,cylinder.
8267,failed
8268,bearing
8269,located
8270,bottom
8271,pin
8272,boss
8273,rear
8274,left
8275,hand
8276,suspension
8277,cylinder
8278,"HT046,"
8279,Komatsu
8280,930E.
8281,During
8282,removal
8283,process
8284,maintainer
8285,utilizing
8286,fle
8287,xible
8288,steel
8289,drift
8290,sledge
8291,hammer
8292,(soft
8293,faced)
8294,remove
8295,broken
8296,sections
8297,bearing
8298,"However,"
8299,during
8300,"process,"
8301,small
8302,piece
8303,ﬁShardﬁ
8304,bearing
8305,material
8306,dislodged
8307,striking
8308,maintainer.
8309,This
8310,resulted
8311,laceration
8312,left
8313,cheek.
8314,Injur
8315,ed
8316,person
8317,wearing
8318,safety
8319,glasses
8320,taken
8321,site
8322,Medical
8323,Centre
8324,medical
8325,treatment.
8326,work
8327,area
8328,then
8329,secured
8330,investigation
8331,initiated.
8332,Bearing
8333,location
8334,location
8335,task
8336,conducted
8337,flexible
8338,steel
8339,drift
8340,sledge
8341,hammer
8342,(soft
8343,faced)
8344,Learning
8345,incidents
8346,Incident
8347,Finger
8348,Caught
8349,Between
8350,Floor
8351,Jack
8352,Tow
8353,Hitch
8354,Incident
8355,Lost
8356,injury
8357,Red
8358,learning
8359,incident
8360,"Thursday,"
8361,Critical
8362,16
8363,:30
8364,Critical
8365,control
8366,absent/failed
8367,Other
8368,Product
8369,Growth
8370,innovation
8371,Relevant
8372,standard:
8373,SAFETY
8374,Operation/site:
8375,Incident
8376,Number:
8377,1000550848
8378,Mike
8379,Rees
8380,hydraulic
8381,trolley
8382,jack.
8383,Corrective
8384,surgery
8385,involved
8386,skin
8387,graft
8388,close
8389,"wound,"
8390,avulsed
8391,portion
8392,reattached.
8393,worker
8394,changed
8395,rear
8396,tire
8397,light
8398,vehicle
8399,placed
8400,hydraulic
8401,trolley
8402,jack
8403,into
8404,position
8405,raised
8406,LV.
8407,worker
8408,removed
8409,jack
8410,stand
8411,then
8412,began
8413,lower
8414,LV.
8415,saddle
8416,slipped
8417,off
8418,chassis
8419,propelling
8420,trolley
8421,jack
8422,forward
8423,worker
8424,actuat
8425,ed
8426,lifting
8427,rod
8428,lower
8429,vehicle.
8430,trolley
8431,jack
8432,moved
8433,"forward,"
8434,truck
8435,moved
8436,down
8437,"abruptly,"
8438,resulting
8439,avulsion
8440,injury.
8441,Note:
8442,inju
8443,trolley
8444,moved
8445,truck
8446,slipped
8447,off
8448,trolley
8449,saddle.
8450,Position
8451,employee
8452,incident.
8453,Resting
8454,place
8455,trolley
8456,jack
8457,after
8458,incident.
8459,Learning
8460,incidents
8461,Incident
8462,Significant
8463,incident
8464,Incident
8465,B
8466,initiated
8467,whilst
8468,personnel
8469,uncontrolled
8470,zone
8471,Incident
8472,Number:
8473,1000554149
8474,Red
8475,learning
8476,incident
8477,"Monday,"
8478,Critical
8479,Risk
8480,Underground
8481,Hazardous
8482,Atmosphere
8483,6:34
8484,Critical
8485,Risk
8486,(if
8487,applicable):
8488,Unplanned
8489,Initiation
8490,Explosives
8491,Product
8492,Growth
8493,Innovation
8494,Critical
8495,control
8496,absent/failed:
8497,Critical
8498,control
8499,failed
8500,Operation/site:
8501,Underground
8502,Relevant
8503,standard:
8504,C08.
8505,Explosives
